,accident type,description
"crossroad","This investigation focused on the injury mechanisms of a belted, 30-year-old, male driver with deployed right curtain and left knee bolster airbags. He sustained critical injuries when the intermediate-size sedan he was driving was involved in a right plane, angled impact to the front of a medium/heavy truck. No other passengers were in the vehicle.The crash occurred during early evening hours on dark but lighted dry road under clear skies. The roadway consisted of a three-leg suburban intersection with no signal light controls. The two vehicles were traveling on the north/south roadway approaching the intersection from opposite directions. The posted speed limit was 56 km/h (35 mph). The bituminous asphalt road was curved left in V1’s northbound direction of approach with minimal superelevation or grade. V2’s southbound approach was straight with minimal grade.A 2013 Ford Focus sedan (V1) was traveling north in the middle lane of a three-lane road intending to make a left turn at the intersection. A decommissioned 1968 military cargo truck (V2) was traveling south in the right lane of a two-lane road intending to go straight through the intersection.V1 turned left across V2’s direction of travel. The right plane of V1 was struck by the front plane of V2 (Event 1). The front plane of V2 included a large bumper extension beyond the front axle, causing it to intrude through V1’s greenhouse area. V1 was then pushed southwest from impact by V2 into the southwest curb, striking it with its left wheels (Events 2 and 3). The two vehicles came to rest still in contact with each other in the southwest corner of the intersection. Both vehicles were towed due to damage."
"crossroad","This crash case involves a seriously-injured, 3-point-belt-restrained, 77-year-old, female driver of a 2013 Mini-Cooper 2-door convertible, which was primarily involved in a near-side collision with the frontal plane of a 2002 Chevrolet Suburban 4-door large utility vehicle.This two-vehicle collision occurred during daylight hours at the intersection of two urban trafficways. The north/south trafficway consists of three southbound lanes and two northbound lanes with one dedicated left turn lane. This trafficway is level. The east trafficway is a controlled entrance/exit to a private business. This trafficway consists of one eastbound lane and one westbound lane separated by dedicated left turn lane. This trafficway has a 4.3 degree negative grade. The intersection is controlled by overhead, standard electric, tri-colored traffic signals. At the time of the crash, the weather was clear and the roadway surfaces were dry.Vehicle 1, a 2013 Mini Cooper 2-door convertible, was being driven by the 77-year-old female driver (CIREN case occupant) in the number two, northbound travel lane, approaching the intersection from the south. The driver of Vehicle 1 intended to cross through the intersection and continue traveling north.Vehicle 2, a 2002 Chevrolet Suburban 4-door large utility vehicle, was traveling eastbound in the left turning lane, approaching the intersection from the west. The driver of Vehicle 2 intended to turn left at the intersection and continue traveling north.Both vehicles entered the intersection and the frontal plane of Vehicle 2 struck the left side plane of Vehicle 1 (event 1). Vehicle 1 rotated counterclockwise and came to rest in the number one northbound lane facing in a northwesterly direction. Vehicle 2 partially continued its left-hand turn and came to rest on the north side of the intersection facing in a slightly northeasterly direction. Vehicle 2 did not sustain significant damage and was driven from the scene by its driver. Vehicle 1 was towed from the scene due to damage sustained in the crash."
"crossroad","This crash case involves a seriously-injured, belt-restrained, 28-year-old, female driver of a 2017 Nissan Sentra four-door sedan, which was primarily involved in a near-side collision with the frontal plane of a 2017 Ford Explorer mid-size sport utility police cruiser.This two-vehicle collision occurred during the evening hours (daylight) of a fall weekend at the intersection of two urban roadways. The north/south roadway consisted of one northbound through-lane, a two-way left-turn lane, and one southbound through-lane, with a downhill grade for the southbound travel direction leading into the intersection. The two-way east/west roadway consisted of two travel lanes. The eastbound roadway had an uphill grade leading into the intersection and was controlled by a stop sign. Both roadways were straight, with a speed limit of 40 km/h (25 mph) for the east/west lanes and 48 km/h (30 mph) for the north/south lanes. At the time of the crash, the weather was clear and the roadway surfaces were dry.Vehicle 1, the 2017 Nissan Sentra four-door sedan, was driven by the 28-year-old female driver (CIREN case subject) in the eastbound travel lane, and was stopped at the intersection. The driver of Vehicle 1 intended to turn left across the southbound through-lane and two-way turn lane to travel northbound. Vehicle 2, a 2017 Ford Explorer police vehicle, was traveling southbound in the south through-lane, approaching the intersection from the north. The police officer driver of Vehicle 2 was responding to an emergency and intended to cross through the intersection and continue traveling south.Both vehicles entered the intersection at the same time and the frontal plane of Vehicle 2 struck the left plane of Vehicle 1 (Event 1). Both vehicles were redirected southeast. After rotating approximately 270 degrees counterclockwise, V1 struck and mounted the northbound curb with its right-front wheel (Event 2) before coming to rest straddling the curb, facing in a southeast direction. Vehicle 2 traveled approximately 60 meters after the impact with Vehicle 1, impacted the northbound curb (Event 3) and departed the roadway. Vehicle 2 traveled through the roadside and then crossed over the eastbound and westbound travel lanes of an adjacent intersection, where it impacted the eastbound curb (Event 4) and departed the adjacent roadway. Vehicle 2 then struck a concrete block wall with its front plane (Event 5). Vehicle 2 came to rest straddling the curb, facing in a southeast direction."
"crossroad","This crash case involves a seriously-injured, three-point-belt-restrained, 37-year-old, female driver of a 2017 Nissan Pathfinder, which was primarily involved in a near-side collision with the frontal plane of a 2017 Nissan Rogue.This two-vehicle collision occurred during daylight hours at the intersection of two urban trafficways. The north/south trafficway consists of two roadways divided by a raised concrete median. The southbound roadway consisted of two southbound through lanes with a right turn lane (three lanes). The one-way westbound channelized roadway consists of two travel lanes for through traffic and one dedicated right turn lane at the intersection. Both roadways are straight, with a speed limit of 72 km/h (45 mph), and the intersection is controlled by overhead, standard electric, tri-colored traffic signals. At the time of the crash, the weather was clear and the roadway surfaces were dry.Vehicle 1, a 2017 Nissan Pathfinder utility vehicle, was being driven by the 37-year-old female driver (CIREN case subject) in the number three, southbound, travel lane approaching the intersection from the north. The driver of V1 intended to cross through the intersection and continue traveling south.Vehicle 2, a 2017 Nissan Rogue compact utility vehicle, was traveling westbound in the far left lane, approaching the intersection from the east. The driver of V2 intended to cross through the intersection and continue traveling west.Both vehicles entered the intersection at the same time and the frontal plane of V2 struck the left side plane of V1 (Event 1). Vehicle 1 yawed in a counterclockwise direction and impacted a concrete curb (Event 2) with its right rear wheel. This impact caused V1 to trip and undergo a right-side-leading six quarter-turn rollover event (event 3). During the rollover event, V1 impacted a metal guardrail with its undercarriage (Event 4). Vehicle 1 came to rest on its top in the grassy area off the west edge of the roadway. Vehicle 1 was towed due to damage.Vehicle 2 rotated in a slight counterclockwise direction coming to rest off the west edge of the roadway. Vehicle 2 was towed due to disabling damage"
"crossroad","This investigation focused on the injury mechanisms of a restrained 26-year-old male driver of a 2013 Nissan Sentra four-door sedan (Vehicle 1). Vehicle 1 was equipped with frontal airbags and seat backrest-mounted side airbags for the driver and front right passenger positions. Vehicle 1 was also equipped with curtain airbags for all outboard seating positions. None of the subject vehicle's airbags deployed as a result of a minor severity, oblique angled impact with a 2015 Toyota Corolla four-door sedan (Vehicle 2), nor the subsequent moderate severity rollover event.The crash occurred at an urban three-leg intersection between a major thoroughfare and residential street. The north/south trafficway consisted of four bituminous travel lanes which were divided by a large grass median and bordered by barrier curbing. The east/west roadway consisted of two bituminous travel lanes (level) which provided access to adjacent residences. In the immediate vicinity of the crash site, the southbound roadway crested at the intersection with the east/west residential street. To the south, the urban roadway transitioned into a downhill (i.e. negative) slope. Traffic control consisted of a stop sign for eastbound (turning) vehicles. The posted speed limit in the vicinity of the crash site was 56 kmph (35 mph) for all traffic. It was daylight, with no adverse weather conditions and the roads were dry.Vehicle 1 was initially southbound in the outboard travel lane on approach to the three-leg intersection and proceeding straight. Vehicle 2 was facing east on the residential street and attempting to turn right (south) onto the urban thoroughfare. As Vehicle 1 crested the hill, Vehicle 2 entered the intersection to proceed south, into the path of the southbound Nissan. Upon recognition of the impending harmful event, the driver of Vehicle 1 steered left in avoidance and partially entered the southbound inboard travel lane. The front-right area of Vehicle 1 impacted the front-left area of Vehicle 2 (Event 1). This initial impact resulted in minor damage to the case vehicle, and did not alter its pre-impact trajectory into the southbound inboard travel lane. At this point, the combination of steering inputs and negative post-impact slope of the road produced a roll moment as Vehicle 1's center of gravity was tipped outboard of its wheels. This initiated a two-quarter turn left side leading rollover resulting in moderate damage to the top of Vehicle 1 (Event 2). Vehicle 1 came to rest on its roof, straddling the center delineation line of the southbound roadway, facing west. Vehicle 2 came to rest in close proximity to the initial point of impact, in the southbound outboard lane, facing southwest."
"crossroad","This crash case involves a seriously-injured, belt-restrained, 34-year-old male driver of a 2011 Honda Fit four-door hatchback, which was primarily involved in a frontal collision with the right side of a 2014 Nissan Altima four-door sedan.This two-vehicle collision occurred during the late evening hours (dark, street lights present) of a fall weekend at the intersection of two city roadways. The north/south roadway consisted of four northbound lanes and six southbound lanes, with the left far-left southbound lane being a U-turn lane and the adjacent lane being a left turn-only lane. The northbound lanes were straight with a downhill grade leading to the intersection. The southbound lanes were straight with an uphill grade. The speed limit for both travel directions was 89 kmph (55 mph) and the intersection was controlled by overhead, standard electric, tri-colored traffic signals. At the time of the crash, the weather was clear and the roadway surfaces were dry.Vehicle 1, the 2011 Honda Fit four-door hatchback, was being driven by the 34-year-old male driver (CIREN case subject) in the lane adjacent to the far-right, northbound travel lane while approaching the intersection from the south. The driver of Vehicle 1 intended to cross through the intersection and continue traveling north.Vehicle 2, a 2014 Nissan Altima four-door sedan, was traveling southbound in the left turn lane, approaching the intersection from the north. The driver of Vehicle 2 intended to turn left onto the intersecting roadway to travel east.Both vehicles entered the intersection at the same time and the frontal plane of Vehicle 1 struck the right side plane of Vehicle 2 (Event 1). Both vehicles were redirected to the northeast corner of the intersection. Vehicle 1, while rotating clockwise, struck the right plane of Vehicle 2, which was rotating counterclockwise, with its left plane (Event 2). Vehicle 1 was redirected slightly to head east-northeast and swiped a yellow plastic barrier-post (Event 3) located at the edge of a gore between the eastbound and westbound travel lanes with its left plane. After contacting the yellow barrier-post, the driver of Vehicle 1 steered right causing Vehicle 1 to depart the roadway onto the southeast roadside. Vehicle 1 traveled approximately 9.5 meters (31 feet) and struck an 11 centimeter diameter tree with its frontal plane (Event 4). Vehicle 1 came to rest while still on the roadside, facing the struck tree in a southeast direction. Vehicle 2 came to rest after traveling northeast and over the gore of the intersecting roadway, facing northeast in the right turn lane of the intersecting roadway. Both vehicles were towed from the scene due to damage sustained in the crash."
"crossroad","This investigation focused on the injury mechanisms of a belted, 53-year-old, female driver with a deployed frontal airbag. She sustained serious injuries when the compact utility vehicle she was driving (V1) was involved in a frontal, right-angle crash to a large pickup truck (V2). No other passengers were in the vehicle.The crash occurred during early evening hours on a dark but lighted, wet road under cloudy skies. The roadway consisted of an intersection between a suburban connector road and a neighborhood. There was a two-way, two-lane, east/west suburban road with a posted speed limit of 72 km/h (45 mph) joined with a two-way, two-lane, north/south neighborhood road controlled with stop signs. For V1’s westbound approach, the bituminous road was curved left with 4% superelevation and on a 1.5% downhill grade. For V2’s northbound approach, the road was straight and on a 4% uphill grade.A 2013 Honda CR-V utility vehicle (V1) was traveling west in the right lane approaching an intersection. A 2003 Chevrolet Silverado 1500 pickup (V2) was stopped facing north at a stop sign.Vehicle 2 proceeded north across the intersection and was struck on the right plane by the front plane of V1 (Event 1). The impact caused both vehicles to travel off the northwest corner of the intersection, where they came to rest. Both vehicles were towed due to damage."
"crossroad","This crash case involves a seriously-injured, belt-restrained, 70-year-old, female front right passenger of a 2017 Nissan Rogue compact utility vehicle. The Nissan Rogue (case vehicle) was primarily involved in a frontal collision with the right plane of a 2009 Lexus ES-350 four-door sedan.This two-vehicle collision occurred during the early evening hours (dark, street lights present) at the intersection of two urban roadways. The straight and level north/south roadway consists of three northbound lanes and four southbound lanes. The northbound lanes are composed of two straight through lanes and one left turn lane. The southbound lanes are composed of one right turn lane, two straight through lanes, and one left turn lane. The roadways are straight and has a 3% uphill grade for the northbound lane and a 3% downhill grade for the southbound lanes leading into the intersection. The speed limit for the north/south roadway is 72 kmph (45 mph), and the intersection is controlled by overhead, standard electric, tri-colored traffic signals. At the time of the crash, the weather was clear and the asphalt roadway surfaces were dry.Vehicle 1, the 2017 Nissan Rogue compact utility vehicle, was being driven by a 69-year-old male driver (CIREN case subject) in the left straight through northbound travel lane. The driver was attempting to go straight and continue heading north.Vehicle 2, a 2008 Lexus ES-350 four-door sedan, was traveling southbound in the left turn lane attempting to turn left at the intersection and head east.Vehicle 2 began to turn left in the intersection as Vehicle 1 attempted to crossover the intersection. The driver of Vehicle 1 attempted to avoid a collision with Vehicle 2 by steering slightly left and braking. The driver of Vehicle 2 applied his brakes as an avoidance maneuver. The front of Vehicle 1 struck the right front of Vehicle 2 (Event 1). Vehicle 1 rotated clockwise and traveled a short distance before coming to rest in the intersection in a northeasterly direction. Vehicle 2 rotated counterclockwise before coming to rest in a northeasterly direction while remaining in the intersection. Both vehicles were towed from the scene due to damage sustained in the crash."
"crossroad","This crash case involves a seriously-injured, belt-restrained, 36-year-old, 35-week pregnant female driver of a 2016 Honda Accord four-door sedan, which was primarily involved in a frontal collision with the front plane of a 2008 Chrysler Town and Country minivan.This two-vehicle collision occurred during daylight hours on an asphalt, urban roadway. The northbound roadway consists of three travel lanes with the first travel lane as a dedicated right-turn lane onto the interstate on-ramp. The southbound roadway consists of three travel lanes with the third travel lane as a channelized left-turn lane onto the interstate on-ramp. The intersection is controlled by standard overhead, electric, tri-colored traffic signals. The roadway is straight, with a posted speed limit of 72 km/h (45 mph). At the time of the crash, the weather was clear and the roadway surface was dry.Vehicle 1, a 2016 Honda Accord sedan, was being driven southbound by the 36-year-old female driver in the second travel lane. The driver of Vehicle 1 intended to continue traveling south.Vehicle 2, a 2008 Chrysler Town and Country minivan, was being driven northbound in the third travel lane. The driver of V2 intended to continue traveling north.Per the crash report, the driver of V1 had a medical event which rendered her unconscious causing the car to move forward traveling left through the channelized median, through the intersection and into the third northbound travel lane where the front plane of V1 impacted the front plane of V2. Vehicle 1 rotated counterclockwise and came to rest on the concrete median facing northeast. Vehicle 2 was pushed back slightly and rotated clockwise where it came to rest in the second northbound travel lane facing northeast."
"face to face","This investigation focused on the injury mechanisms of a belted, 67-year-old, male driver with deployed frontal and opposite side curtain airbags. He sustained serious injuries when the compact utility vehicle he was driving was involved in a head-on, small-overlap, frontal crash to a compact sedan. No other passengers were in the vehicle.The crash occurred at dawn on a dry road under clear skies. The roadway consisted of a two-way, east/west, two-lane, rural highway with a posted speed limit of 72 km/h (45 mph). The bituminous road was straight and on a 6% downhill grade for V1’s direction of travel. For V2, the road was curved left with proper superelevation and on a 3% uphill grade. V1 had warning signs in its westbound approach for an intersection ahead, as well as a recommended slower travel speed.A 2011 Jeep Patriot utility vehicle (V1) was traveling west in the right lane. A 2005 Mazda 3 compact sedan (V2) was traveling east in the right lane negotiating the left curve. V2 began encroaching left into V1's lane. The driver of V1 reacted by braking and steering left in avoidance.V1 and V2 collided head-on in a small-overlap configuration to the front right corner of each vehicle (Event 1). Both vehicles rotated clockwise after impact, coming to rest on opposite sides of the road. Both vehicles were towed due to damage."
